person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
24,50793,RENT,6,PERSONAL,A,5000,6.62,0.1,N,4,0
21,24000,RENT,2,MEDICAL,C,5000,12.98,0.21,N,2,0
28,52000,RENT,3,HOMEIMPROVEMENT,B,7000,11.99,0.13,N,8,0
26,100000,RENT,6,MEDICAL,A,8000,6.54,0.08,N,3,0
31,67000,RENT,2,VENTURE,A,3000,7.51,0.04,N,10,0
27,44000,RENT,6,VENTURE,A,4800,7.51,0.11,N,10,0
29,60000,RENT,1,HOMEIMPROVEMENT,C,9600,11.66,0.16,Y,6,0
24,38112,RENT,2,PERSONAL,A,6800,7.68,0.18,N,3,0
25,95000,RENT,5,DEBTCONSOLIDATION,B,2400,9.25,0.03,N,2,0
29,68000,RENT,9,VENTURE,C,14000,12.61,0.21,Y,8,0
48,39000,RENT,7,MEDICAL,D,5800,14.54,0.15,N,15,1
40,132000,MORTGAGE,7,HOMEIMPROVEMENT,A,7500,7.29,0.06,N,15,0
23,26400,RENT,7,EDUCATION,B,5400,10.38,0.2,N,2,0
32,52000,MORTGAGE,3,MEDICAL,C,10000,14.35,0.19,Y,8,0
23,58500,RENT,2,DEBTCONSOLIDATION,B,3000,9.88,0.05,N,2,0
22,20640,RENT,0,EDUCATION,C,2500,12.68,0.12,N,3,0
38,200000,MORTGAGE,0,DEBTCONSOLIDATION,A,3000,7.68,0.01,N,12,0
23,32000,RENT,0,MEDICAL,C,8500,13.16,0.27,Y,4,0
22,48000,MORTGAGE,6,PERSONAL,C,10000,13.49,0.21,N,2,0
23,51996,RENT,7,PERSONAL,C,4000,13.98,0.08,Y,2,0
28,140000,MORTGAGE,4,HOMEIMPROVEMENT,C,18000,14.65,0.13,Y,7,0
26,35000,MORTGAGE,1,PERSONAL,B,6000,12.21,0.17,N,4,0
27,46800,MORTGAGE,5,EDUCATION,B,6000,9.99,0.13,N,6,0
31,10800,RENT,4,MEDICAL,C,2000,14.72,0.19,Y,6,1
29,19200,RENT,1,PERSONAL,A,2000,5.99,0.1,N,7,1
27,35000,RENT,0,MEDICAL,A,6400,7.74,0.18,N,5,0
25,30000,RENT,4,MEDICAL,C,1400,13.11,0.05,N,2,0
24,30000,OWN,7,HOMEIMPROVEMENT,C,10000,12.61,0.33,N,3,0
40,55000,RENT,14,EDUCATION,A,18000,7.88,0.33,N,14,1
23,62000,RENT,7,VENTURE,A,16000,7.49,0.26,N,2,0
46,51600,MORTGAGE,16,PERSONAL,A,10000,7.51,0.19,N,17,0
25,43000,RENT,1,VENTURE,C,12000,13.16,0.28,Y,2,0
24,40000,RENT,4,MEDICAL,B,8000,9.63,0.2,N,3,0
29,115000,RENT,5,HOMEIMPROVEMENT,A,7500,5.99,0.07,N,8,0
29,63000,MORTGAGE,5,MEDICAL,B,7400,10.99,0.12,N,10,0
26,37500,RENT,1,DEBTCONSOLIDATION,A,10000,8.94,0.27,N,3,0
40,115000,MORTGAGE,16,HOMEIMPROVEMENT,B,10000,11.11,0.09,N,11,1
32,42000,RENT,0,EDUCATION,D,2000,15.62,0.05,N,6,1
31,48000,MORTGAGE,8,DEBTCONSOLIDATION,A,14400,7.29,0.3,N,5,0
23,48600,RENT,2,DEBTCONSOLIDATION,B,4800,10.36,0.1,N,3,0
25,100500,RENT,5,PERSONAL,B,9000,11.6,0.09,N,4,0
33,33000,RENT,4,PERSONAL,B,16750,12.53,0.51,N,5,1
23,60000,MORTGAGE,5,DEBTCONSOLIDATION,B,10000,11.71,0.17,N,4,0
23,45240,RENT,4,VENTURE,A,3200,7.37,0.07,N,3,0
29,120000,MORTGAGE,13,VENTURE,A,10000,6.17,0.08,N,8,0
23,72000,MORTGAGE,0,PERSONAL,B,5000,11.86,0.07,N,2,0
48,42000,MORTGAGE,3,DEBTCONSOLIDATION,C,14400,12.87,0.34,Y,17,1
24,33396,RENT,3,PERSONAL,D,2800,16,0.08,N,3,1
30,50000,MORTGAGE,11,DEBTCONSOLIDATION,B,1400,10.36,0.03,N,8,0
23,45000,RENT,1,DEBTCONSOLIDATION,A,17625,8.9,0.39,N,4,1
35,66560,MORTGAGE,11,VENTURE,A,4200,5.79,0.06,N,10,0
43,51600,RENT,5,VENTURE,B,1500,11.86,0.03,N,12,0
28,55000,RENT,3,MEDICAL,B,6000,10.74,0.11,N,8,0
24,40000,MORTGAGE,5,HOMEIMPROVEMENT,A,15000,7.49,0.38,N,2,0
27,29000,RENT,4,PERSONAL,A,9750,7.51,0.34,N,6,1
25,25000,RENT,3,PERSONAL,D,10000,14.11,0.4,Y,2,1
23,48000,MORTGAGE,7,EDUCATION,A,14125,11.6,0.29,N,3,0
44,124800,RENT,1,PERSONAL,A,10875,7.14,0.09,N,14,0
27,136000,MORTGAGE,3,PERSONAL,A,5000,6.17,0.04,N,10,0
28,40000,RENT,2,PERSONAL,B,14000,11.89,0.35,N,5,1
30,53004,RENT,3,DEBTCONSOLIDATION,D,14000,15.28,0.26,Y,10,1
44,37000,RENT,0,PERSONAL,C,3500,12.87,0.09,N,13,0
23,92000,MORTGAGE,0,EDUCATION,B,12950,9.96,0.14,N,2,0
23,70000,MORTGAGE,7,EDUCATION,B,4000,11.6,0.06,N,4,0
34,480000,MORTGAGE,5,PERSONAL,D,14000,14.61,0.03,N,9,0
24,45000,MORTGAGE,0,VENTURE,A,3600,11.6,0.08,N,2,0
23,54000,RENT,5,DEBTCONSOLIDATION,D,6000,15.62,0.11,Y,4,1
24,45000,RENT,3,DEBTCONSOLIDATION,A,10000,7.51,0.22,N,2,0
22,85000,MORTGAGE,0,VENTURE,A,12800,6.54,0.15,N,3,0
29,28000,RENT,2,MEDICAL,D,5000,16.07,0.18,N,8,1
25,31200,RENT,8,DEBTCONSOLIDATION,C,14700,12.29,0.47,N,4,1
23,75000,RENT,0,PERSONAL,B,10000,11.49,0.13,N,2,0
29,54000,RENT,1,HOMEIMPROVEMENT,B,2000,10.01,0.04,N,7,0
24,45000,RENT,0,MEDICAL,E,6000,17.19,0.13,N,3,1
32,84000,RENT,7,DEBTCONSOLIDATION,B,15000,10.99,0.18,N,7,0
27,66000,MORTGAGE,12,EDUCATION,D,8400,16.49,0.13,Y,7,0
25,28800,RENT,0,EDUCATION,A,5000,8.9,0.17,N,4,0
29,30992,MORTGAGE,3,EDUCATION,B,8000,11.58,0.26,N,9,1
27,36000,MORTGAGE,9,DEBTCONSOLIDATION,E,15200,16.35,0.42,Y,6,1
28,47881,RENT,12,DEBTCONSOLIDATION,B,15000,11.6,0.31,N,7,1
25,80000,MORTGAGE,9,DEBTCONSOLIDATION,A,13000,6.54,0.16,N,3,0
22,26000,MORTGAGE,4,PERSONAL,B,4000,9.25,0.15,N,2,0
23,150600,MORTGAGE,3,EDUCATION,A,2400,7.49,0.02,N,2,0
44,67000,MORTGAGE,28,HOMEIMPROVEMENT,B,3000,11.6,0.04,N,14,0
21,55400,MORTGAGE,5,HOMEIMPROVEMENT,C,5000,14.27,0.09,N,4,1
21,57000,RENT,3,PERSONAL,A,3000,5.42,0.05,N,3,0
27,31416,OWN,0,VENTURE,B,8000,11.12,0.25,N,5,0
22,45020,RENT,6,EDUCATION,B,8300,10.99,0.18,N,4,0
23,63000,MORTGAGE,8,EDUCATION,A,7300,7.49,0.12,N,2,0
25,35000,OWN,2,MEDICAL,A,6400,11.6,0.18,N,2,0
23,105000,RENT,7,PERSONAL,B,7200,11.71,0.07,N,4,0
28,34000,MORTGAGE,12,MEDICAL,D,3500,15.58,0.1,N,6,1
24,73000,RENT,2,MEDICAL,B,4600,9.99,0.06,N,2,0
27,44544,RENT,4,MEDICAL,C,16425,14.27,0.37,Y,5,1
31,100000,RENT,2,VENTURE,A,10000,8.49,0.1,N,5,0
30,30000,OWN,4,PERSONAL,D,8000,15.7,0.27,Y,10,0
21,83000,MORTGAGE,5,VENTURE,C,7000,12.73,0.08,Y,2,0
22,32340,RENT,6,DEBTCONSOLIDATION,A,7000,6.62,0.22,N,2,0
38,43000,OWN,5,VENTURE,A,10000,7.51,0.23,N,12,0
24,63996,MORTGAGE,8,MEDICAL,A,14400,9.63,0.23,N,4,0
28,35000,MORTGAGE,1,VENTURE,B,4000,10.99,0.11,N,6,0
24,26000,RENT,2,MEDICAL,C,1325,12.87,0.05,N,4,1
35,38760,RENT,2,MEDICAL,F,8000,18.09,0.21,Y,7,1
22,60000,RENT,0,VENTURE,A,5500,7.88,0.09,N,3,0
27,85000,OWN,10,VENTURE,C,19000,13.92,0.22,N,5,0
32,80000,OWN,2,VENTURE,B,10000,11.14,0.13,N,9,0
38,70000,MORTGAGE,0,PERSONAL,A,9250,7.51,0.13,N,17,0
24,29000,RENT,0,EDUCATION,D,11000,15.05,0.38,Y,4,1
29,68000,RENT,2,PERSONAL,C,10000,14.27,0.15,N,8,0
23,44400,RENT,4,VENTURE,D,5000,16.29,0.11,Y,4,1
27,118500,MORTGAGE,4,DEBTCONSOLIDATION,A,15000,6.91,0.13,N,9,0
32,65000,RENT,4,MEDICAL,A,6000,7.49,0.09,N,5,0
22,52596,RENT,1,PERSONAL,B,15000,10.74,0.29,N,2,0
25,33168,MORTGAGE,9,PERSONAL,C,6000,15.96,0.18,N,4,1
23,74000,RENT,7,DEBTCONSOLIDATION,B,24000,10.99,0.32,N,2,1
30,85000,RENT,4,HOMEIMPROVEMENT,A,10000,6.62,0.12,N,9,0
32,37500,RENT,4,MEDICAL,B,3400,9.88,0.09,N,9,0
37,48000,RENT,3,MEDICAL,D,7500,16.29,0.16,N,14,0
25,61500,RENT,1,EDUCATION,C,18000,13.23,0.29,Y,2,0
23,21600,RENT,3,EDUCATION,B,5500,9.25,0.25,N,4,0
25,162500,RENT,2,VENTURE,A,35000,7.49,0.22,N,4,0
24,80004,MORTGAGE,8,HOMEIMPROVEMENT,A,6000,6.17,0.07,N,3,0
22,105000,MORTGAGE,6,DEBTCONSOLIDATION,B,12800,11.83,0.12,N,3,0
25,33600,RENT,0,EDUCATION,D,1000,15.57,0.03,Y,2,1
32,54000,MORTGAGE,9,VENTURE,C,13000,12.53,0.24,N,10,0
26,60000,MORTGAGE,10,VENTURE,A,12500,6.92,0.21,N,2,0
21,49800,RENT,6,EDUCATION,A,2975,7.9,0.06,N,2,0
23,124800,MORTGAGE,4,MEDICAL,B,28000,11.6,0.22,N,2,0
30,65000,RENT,2,DEBTCONSOLIDATION,B,25000,10.38,0.38,N,8,1
23,72000,RENT,7,PERSONAL,B,10000,10.59,0.14,N,4,0
26,46800,MORTGAGE,5,PERSONAL,D,6000,14.91,0.13,Y,3,0
23,22800,RENT,3,PERSONAL,D,1750,15.7,0.08,Y,2,1
27,30000,RENT,12,DEBTCONSOLIDATION,B,16000,10.99,0.53,N,6,1
36,130000,RENT,0,MEDICAL,B,18000,11.71,0.14,N,14,0
30,130000,MORTGAGE,14,VENTURE,B,7000,9.91,0.05,N,9,0
24,64000,MORTGAGE,8,VENTURE,B,4800,12.21,0.07,N,4,0
31,12000,RENT,2,EDUCATION,B,2400,11.71,0.2,N,10,1
25,63000,MORTGAGE,5,DEBTCONSOLIDATION,A,11600,11.6,0.18,N,4,0
23,54008,RENT,5,DEBTCONSOLIDATION,B,7000,9.91,0.13,N,3,0
22,98000,RENT,7,DEBTCONSOLIDATION,F,24000,11.6,0.24,Y,2,1
25,128500,MORTGAGE,1,HOMEIMPROVEMENT,C,15000,12.53,0.12,Y,3,0
23,67476,MORTGAGE,5,HOMEIMPROVEMENT,C,25000,13.49,0.37,Y,3,1
40,60000,MORTGAGE,1,MEDICAL,A,12000,8.94,0.2,N,15,0
22,55000,RENT,3,MEDICAL,A,9600,8.9,0.17,N,4,0
22,65000,MORTGAGE,0,MEDICAL,B,3000,10.36,0.05,N,3,0
26,66000,RENT,0,DEBTCONSOLIDATION,A,2875,7.49,0.04,N,2,0
24,76597,RENT,5,PERSONAL,B,22000,9.25,0.29,N,4,0
28,45000,MORTGAGE,0,VENTURE,B,3675,11.6,0.08,N,6,0
24,37245,RENT,9,EDUCATION,A,7200,8.9,0.19,N,4,0
44,60000,MORTGAGE,4,HOMEIMPROVEMENT,B,15000,11.6,0.25,N,11,0
28,40000,RENT,12,DEBTCONSOLIDATION,B,12000,11.11,0.3,N,7,0
23,60000,RENT,2,EDUCATION,A,8000,8.94,0.13,N,3,0
22,70550,RENT,6,MEDICAL,D,15000,16.77,0.18,Y,2,1
60,9600,RENT,4,DEBTCONSOLIDATION,B,2800,10.99,0.29,N,28,1
23,60000,RENT,4,EDUCATION,C,9800,13.49,0.16,N,2,0
33,40000,MORTGAGE,4,EDUCATION,A,5000,7.51,0.13,N,8,0
36,28000,MORTGAGE,1,VENTURE,D,3075,15.62,0.11,Y,12,1
34,21000,RENT,2,MEDICAL,A,2100,7.88,0.1,N,8,0
23,62900,RENT,2,MEDICAL,D,12000,14.96,0.16,N,4,1
28,33400,MORTGAGE,12,HOMEIMPROVEMENT,A,16700,7.66,0.5,N,9,0
23,48000,RENT,3,DEBTCONSOLIDATION,D,8000,15.58,0.17,N,2,1
27,100000,MORTGAGE,1,HOMEIMPROVEMENT,A,12000,6.03,0.12,N,6,0
35,143485,MORTGAGE,10,PERSONAL,B,8000,10.62,0.06,N,7,0
30,65000,RENT,11,PERSONAL,B,9600,12.42,0.15,N,10,0
24,48000,OWN,4,EDUCATION,A,3000,5.79,0.06,N,4,0
25,130000,MORTGAGE,3,HOMEIMPROVEMENT,C,8000,13.49,0.06,N,4,0
29,18000,RENT,4,HOMEIMPROVEMENT,B,6250,9.99,0.35,N,6,1
37,55000,RENT,3,HOMEIMPROVEMENT,E,7000,16.32,0.13,Y,13,0
21,42000,RENT,5,EDUCATION,A,5000,9.32,0.12,N,4,0
26,28000,OWN,5,PERSONAL,D,4000,15.37,0.14,N,3,0
24,65000,MORTGAGE,5,MEDICAL,B,2000,9.62,0.03,N,3,0
22,20000,RENT,2,DEBTCONSOLIDATION,B,5000,11.86,0.25,N,4,0
26,95000,OWN,0,MEDICAL,A,1000,8.94,0.01,N,4,0
23,54000,RENT,3,DEBTCONSOLIDATION,A,6250,6.99,0.12,N,3,0
24,90000,RENT,7,EDUCATION,B,16000,12.18,0.18,N,2,0
33,41000,RENT,2,VENTURE,A,6500,7.51,0.16,N,7,0
24,62400,RENT,8,VENTURE,B,20000,11.12,0.32,N,2,1
22,71000,MORTGAGE,6,DEBTCONSOLIDATION,B,3200,10.25,0.05,N,3,1
27,51000,OWN,11,VENTURE,A,18000,7.49,0.35,N,6,0
65,120000,MORTGAGE,0,PERSONAL,B,12000,11.48,0.1,N,21,0
25,52000,RENT,1,DEBTCONSOLIDATION,C,3000,12.99,0.06,Y,4,0
28,67000,RENT,3,HOMEIMPROVEMENT,B,12000,11.6,0.18,N,5,0
32,34000,RENT,7,VENTURE,C,6000,14.65,0.18,Y,8,0
25,44000,RENT,4,EDUCATION,A,6375,11.6,0.14,N,2,0
28,60000,OWN,12,EDUCATION,A,7000,7.66,0.12,N,9,0
24,90000,MORTGAGE,8,HOMEIMPROVEMENT,C,5000,11.34,0.06,Y,3,0
25,30996,RENT,9,VENTURE,A,4500,6.92,0.15,N,3,0
28,76000,RENT,2,HOMEIMPROVEMENT,C,15000,12.73,0.2,Y,9,0
27,45150,RENT,1,PERSONAL,C,18000,13.16,0.4,N,7,1
36,50400,MORTGAGE,7,HOMEIMPROVEMENT,A,12700,7.29,0.25,N,13,0
21,50000,MORTGAGE,5,EDUCATION,C,9000,13.49,0.18,N,4,0
22,95000,MORTGAGE,1,VENTURE,C,7200,12.23,0.08,Y,4,0
23,28000,MORTGAGE,2,VENTURE,B,8400,10.99,0.3,N,2,0
39,65000,RENT,12,VENTURE,B,20000,10.74,0.31,N,17,1
22,42000,RENT,4,DEBTCONSOLIDATION,C,4800,14.35,0.11,N,4,0
26,315000,MORTGAGE,10,DEBTCONSOLIDATION,C,12000,13.47,0.04,N,3,0
32,52000,MORTGAGE,5,HOMEIMPROVEMENT,C,20000,11.6,0.38,N,9,0
24,28000,RENT,4,MEDICAL,B,3000,10.25,0.11,N,3,0
23,24000,RENT,3,EDUCATION,A,5250,7.66,0.22,N,3,1
24,29000,MORTGAGE,1,HOMEIMPROVEMENT,B,20000,10.62,0.69,N,3,0
31,40000,OWN,2,EDUCATION,B,2200,11.6,0.06,N,7,0
26,87000,MORTGAGE,10,VENTURE,B,1000,11.89,0.01,N,3,0
22,80000,MORTGAGE,6,DEBTCONSOLIDATION,A,10000,7.14,0.13,N,4,0
34,160000,MORTGAGE,9,DEBTCONSOLIDATION,B,7500,11.6,0.05,N,10,0
22,49000,RENT,0,EDUCATION,D,7600,15.62,0.16,N,4,1
23,43200,RENT,7,MEDICAL,C,5000,12.87,0.12,Y,3,0
22,40000,OWN,0,EDUCATION,B,6000,11.48,0.15,N,4,0
23,36000,RENT,4,DEBTCONSOLIDATION,D,6500,17.49,0.18,Y,2,1
38,60000,RENT,0,HOMEIMPROVEMENT,C,6000,13.57,0.1,Y,15,0
30,20800,RENT,0,MEDICAL,A,7250,8,0.35,N,10,1
41,91000,MORTGAGE,13,VENTURE,B,2400,10.74,0.03,N,16,0
39,29280,OWN,0,VENTURE,A,1800,7.37,0.06,N,11,0
25,34000,MORTGAGE,9,MEDICAL,A,2000,7.66,0.06,N,4,1
33,36500,MORTGAGE,4,PERSONAL,A,8500,11.6,0.23,N,8,0
25,45000,MORTGAGE,5,PERSONAL,B,3800,10.65,0.08,N,2,0
24,95000,OWN,4,HOMEIMPROVEMENT,C,10000,15.23,0.11,Y,3,0
29,35000,RENT,12,DEBTCONSOLIDATION,A,1800,5.42,0.05,N,5,0
22,49000,RENT,2,MEDICAL,E,24000,17.56,0.49,N,4,1
24,84000,MORTGAGE,8,HOMEIMPROVEMENT,A,8000,7.51,0.1,N,2,0
25,153000,MORTGAGE,9,EDUCATION,B,7500,11.71,0.05,N,3,0
38,54000,RENT,2,MEDICAL,D,14000,11.6,0.26,N,17,1
22,39996,RENT,4,PERSONAL,C,3000,14.35,0.08,Y,3,0
35,30720,MORTGAGE,4,HOMEIMPROVEMENT,A,6000,7.49,0.2,N,6,0
27,73000,MORTGAGE,11,DEBTCONSOLIDATION,A,13000,6.03,0.18,N,9,0
25,90000,MORTGAGE,6,DEBTCONSOLIDATION,A,15000,8.49,0.17,N,2,0
24,4800,RENT,0,VENTURE,E,2400,16,0.5,Y,4,1
22,87000,RENT,5,EDUCATION,C,20000,13.85,0.23,N,4,0
23,49000,MORTGAGE,7,MEDICAL,G,15000,19.82,0.31,Y,3,1
28,60675,MORTGAGE,6,DEBTCONSOLIDATION,D,14000,15.62,0.23,Y,10,1
25,43000,RENT,4,EDUCATION,A,10000,7.66,0.23,N,3,0
32,130000,RENT,0,PERSONAL,A,16000,11.6,0.12,N,10,0
26,30000,MORTGAGE,5,HOMEIMPROVEMENT,B,2000,11.99,0.07,N,2,1
29,89000,RENT,3,PERSONAL,A,12000,7.29,0.13,N,5,0
22,30400,RENT,2,VENTURE,D,10000,12.8,0.33,N,2,1
39,182500,RENT,2,DEBTCONSOLIDATION,A,12500,5.42,0.07,N,14,0
37,54000,MORTGAGE,1,EDUCATION,D,3500,16.89,0.06,Y,13,1
25,30000,RENT,4,EDUCATION,C,2000,14.22,0.07,N,2,0
22,50000,RENT,2,DEBTCONSOLIDATION,A,5000,7.88,0.1,N,4,0
27,97000,MORTGAGE,11,PERSONAL,B,3600,9.25,0.04,N,7,0
37,32000,RENT,4,DEBTCONSOLIDATION,C,10000,13.79,0.31,N,15,1
27,33000,RENT,2,MEDICAL,A,7600,8,0.23,N,10,0
45,118560,MORTGAGE,1,VENTURE,C,20000,11.6,0.17,N,15,0
30,73000,RENT,15,PERSONAL,B,5500,9.99,0.08,N,5,0
26,74000,RENT,4,HOMEIMPROVEMENT,D,16000,14.84,0.22,Y,3,0
40,54000,RENT,7,PERSONAL,B,12000,10.62,0.22,N,14,0
26,43200,RENT,5,EDUCATION,C,3200,14.35,0.07,Y,4,0
31,54050,RENT,8,EDUCATION,B,12000,10.99,0.22,N,9,0
40,82000,RENT,2,MEDICAL,B,14000,10.37,0.17,N,13,0
27,39000,MORTGAGE,6,DEBTCONSOLIDATION,B,6400,10.99,0.16,N,10,0
27,65000,MORTGAGE,11,PERSONAL,A,18000,7.51,0.28,N,8,0
29,99000,MORTGAGE,13,PERSONAL,A,4500,5.42,0.05,N,9,0
25,68000,RENT,2,DEBTCONSOLIDATION,A,9500,7.14,0.14,N,3,0
22,165000,MORTGAGE,5,VENTURE,D,24000,15.62,0.15,Y,2,0
22,30000,MORTGAGE,6,EDUCATION,D,6600,14.42,0.22,N,4,0
25,24000,OWN,4,MEDICAL,B,5000,10.95,0.21,N,3,0
26,69000,MORTGAGE,10,PERSONAL,C,5000,14.17,0.07,N,4,0
29,110000,RENT,9,DEBTCONSOLIDATION,B,25600,11.6,0.23,N,5,0
22,22596,RENT,4,DEBTCONSOLIDATION,B,7500,9.76,0.33,N,3,1
30,148000,RENT,0,EDUCATION,D,25000,15.95,0.17,N,8,1
39,62692,RENT,9,VENTURE,B,13200,9.88,0.21,N,11,0
30,111000,MORTGAGE,2,HOMEIMPROVEMENT,G,12500,19.04,0.11,N,8,1
36,24000,MORTGAGE,2,DEBTCONSOLIDATION,A,1500,9.63,0.06,N,16,0
28,120000,OWN,1,PERSONAL,D,3600,14.84,0.03,N,9,0
22,76500,RENT,0,HOMEIMPROVEMENT,D,7500,13.24,0.1,Y,4,1
25,51000,RENT,0,MEDICAL,C,9600,11.6,0.19,Y,2,0
26,67000,RENT,2,VENTURE,B,7600,10,0.11,N,4,0
25,51996,RENT,6,MEDICAL,B,8000,10.37,0.15,N,2,0
24,37000,MORTGAGE,8,MEDICAL,B,10000,10.99,0.27,N,3,0
22,18000,RENT,2,VENTURE,B,3000,11.6,0.17,N,2,1
22,40000,MORTGAGE,2,PERSONAL,A,8100,7.14,0.2,N,3,0
26,137000,MORTGAGE,3,EDUCATION,A,21500,6.62,0.16,N,4,0
22,40000,RENT,2,DEBTCONSOLIDATION,A,4000,11.6,0.1,N,3,0
22,45000,RENT,3,MEDICAL,A,5800,7.88,0.13,N,3,0
28,38000,MORTGAGE,5,VENTURE,A,8400,7.51,0.22,N,7,0
33,99300,MORTGAGE,11,MEDICAL,A,7500,5.79,0.08,N,7,0
23,59000,RENT,4,PERSONAL,A,14400,8.9,0.24,N,3,0
27,238000,RENT,11,HOMEIMPROVEMENT,D,12000,17.27,0.05,N,7,1
23,66000,RENT,7,VENTURE,B,5000,10.39,0.08,N,3,0
27,35000,RENT,5,VENTURE,C,10000,13.48,0.29,Y,8,0
27,244000,OTHER,0,VENTURE,D,15000,14.42,0.06,Y,5,0
31,81600,MORTGAGE,0,HOMEIMPROVEMENT,C,4000,13.57,0.05,N,7,0
31,258000,MORTGAGE,3,PERSONAL,A,28000,5.99,0.11,N,5,0
25,24000,OWN,0,MEDICAL,A,7000,9.63,0.29,N,3,0
24,54000,RENT,8,HOMEIMPROVEMENT,E,2100,17.14,0.04,N,4,1
26,126000,MORTGAGE,4,DEBTCONSOLIDATION,C,7500,13.92,0.06,N,2,0
30,37000,RENT,2,EDUCATION,B,2600,9.25,0.07,N,7,0
33,42996,RENT,2,VENTURE,A,8200,7.88,0.19,N,9,0
24,52000,MORTGAGE,8,MEDICAL,A,14500,7.29,0.28,N,4,0
22,31000,RENT,5,DEBTCONSOLIDATION,B,21250,12.42,0.69,N,3,1
25,59004,RENT,1,PERSONAL,D,20000,14.84,0.34,Y,2,1
27,90000,MORTGAGE,2,PERSONAL,E,20000,16.7,0.22,N,9,0
28,45000,MORTGAGE,5,HOMEIMPROVEMENT,D,15000,15.99,0.33,Y,8,0
22,24702,RENT,5,EDUCATION,C,2000,13.23,0.08,Y,4,0
22,58608,MORTGAGE,6,EDUCATION,A,12000,6.03,0.2,N,4,0
29,28800,RENT,1,VENTURE,C,4000,13.92,0.14,N,10,1
27,231252,MORTGAGE,1,PERSONAL,B,2000,9.91,0.01,N,10,0
35,38000,MORTGAGE,5,HOMEIMPROVEMENT,A,5000,6.62,0.13,N,7,0
23,85000,MORTGAGE,6,EDUCATION,B,10000,10.99,0.12,N,2,0
23,80000,MORTGAGE,7,DEBTCONSOLIDATION,A,10000,7.74,0.13,N,3,0
23,144000,OWN,1,VENTURE,A,6800,7.49,0.05,N,2,0
32,42000,RENT,13,PERSONAL,A,12000,7.51,0.29,N,8,0
27,52000,RENT,5,MEDICAL,B,26000,10.99,0.5,N,10,1
30,42000,RENT,5,MEDICAL,B,11000,10.36,0.26,N,10,0
25,42000,RENT,1,DEBTCONSOLIDATION,B,6000,11.6,0.14,N,2,0
24,12000,RENT,0,PERSONAL,C,4000,13.8,0.33,Y,3,1
22,51000,RENT,6,VENTURE,B,7000,12.18,0.14,N,2,0
22,60000,RENT,6,PERSONAL,B,8000,11.14,0.13,N,3,0
21,25000,RENT,1,EDUCATION,B,7000,12.69,0.28,N,2,0
29,25200,RENT,3,MEDICAL,B,1000,10.25,0.04,N,5,0
25,34000,RENT,0,VENTURE,A,6650,8.9,0.2,N,3,0
22,65004,MORTGAGE,0,EDUCATION,C,13000,13.23,0.2,N,2,0
39,40800,OWN,0,HOMEIMPROVEMENT,A,3500,8.59,0.09,N,14,0
29,230000,MORTGAGE,5,MEDICAL,A,8500,7.49,0.04,N,10,0
23,33500,RENT,2,EDUCATION,E,2500,15.68,0.07,Y,4,1
22,45600,OWN,6,MEDICAL,C,1800,13.48,0.04,N,4,0
30,21600,RENT,1,DEBTCONSOLIDATION,B,1500,11.71,0.07,N,8,1
24,38000,RENT,0,EDUCATION,C,12000,11.34,0.32,N,3,1
32,83196,RENT,1,MEDICAL,B,9350,11.6,0.11,N,8,0
30,65004,MORTGAGE,9,EDUCATION,A,15000,7.51,0.23,N,9,0
36,47000,MORTGAGE,0,EDUCATION,A,5500,7.14,0.12,N,16,0
23,49000,MORTGAGE,7,MEDICAL,D,5000,15.21,0.1,N,2,1
24,68069,MORTGAGE,5,VENTURE,A,8100,11.6,0.12,N,4,0
23,43000,MORTGAGE,1,EDUCATION,A,9000,9.63,0.21,N,2,0
23,11000,OWN,0,VENTURE,A,1400,9.32,0.13,N,4,0
28,78000,MORTGAGE,12,HOMEIMPROVEMENT,B,13000,11.6,0.17,N,9,0
25,45000,MORTGAGE,9,DEBTCONSOLIDATION,A,3200,7.74,0.07,N,3,0
23,75000,MORTGAGE,7,PERSONAL,A,8000,7.49,0.11,N,4,1
21,25000,OWN,0,MEDICAL,B,8800,9.33,0.35,N,3,0
24,98000,OWN,8,VENTURE,A,12000,7.49,0.12,N,2,0
22,42224,RENT,6,DEBTCONSOLIDATION,C,3000,13.48,0.07,Y,2,0
51,76960,MORTGAGE,0,PERSONAL,B,15000,9.99,0.19,N,20,0
25,75181,MORTGAGE,9,MEDICAL,A,6000,7.51,0.08,N,4,0
22,127500,MORTGAGE,2,MEDICAL,A,15000,7.49,0.12,N,4,0
37,31200,OWN,1,VENTURE,A,6600,5.42,0.21,N,12,0
25,83000,RENT,2,DEBTCONSOLIDATION,B,16000,10.99,0.19,N,2,0
32,150000,RENT,14,MEDICAL,B,4600,9.62,0.03,N,6,0
33,18000,RENT,3,EDUCATION,C,3300,11.97,0.18,N,8,1
23,40000,OWN,7,EDUCATION,A,13000,7.29,0.33,N,4,0
33,25700,RENT,3,EDUCATION,B,6700,10.99,0.26,N,10,0
26,60000,RENT,4,EDUCATION,C,9000,12.68,0.15,N,4,0
25,51000,RENT,1,VENTURE,C,15000,13.48,0.29,Y,4,0
34,60000,MORTGAGE,4,PERSONAL,B,10000,9.88,0.17,N,8,0
